ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Player_Favorite;Player_Not_Favorite;Favorite_Wins;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;B&WW;B&WL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Ferreira W.;Damm M.;1;Ferreira W.;Damm M.;44,0;85,0;4,0;6,0;6,0;1,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Norman M.;Gambill J.M.;0;Gambill J.M.;Norman M.;86,0;5,0;6,0;3,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Ivanisevic G.;Prinosil D.;1;Ivanisevic G.;Prinosil D.;69,0;94,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Pioline C.;Philippoussis M.;0;Philippoussis M.;Pioline C.;24,0;11,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Arazi H.;Ferreira W.;0;Ferreira W.;Arazi H.;44,0;31,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Spadea V.;Ivanisevic G.;0;Ivanisevic G.;Spadea V.;69,0;30,0;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Alami K.;Gambill J.M.;0;Gambill J.M.;Alami K.;86,0;29,0;6,0;4,0;5,0;7,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Ferrero J.C.;Bastl G.;0;Bastl G.;Ferrero J.C.;81,0;27,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Koubek S.;Pozzi G.;0;Pozzi G.;Koubek S.;83,0;23,0;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;El Aynaoui Y.;Black B.;0;Black B.;El Aynaoui Y.;54,0;17,0;6,0;3,0;1,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Costa A.;Kratochvil M.;0;Kratochvil M.;Costa A.;136,0;13,0;3,0;6,0;7,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Corretja A.;Novak J.;0;Novak J.;Corretja A.;42,0;12,0;6,0;7,0;6,0;1,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Kiefer N.;Fromberg R.;0;Fromberg R.;Kiefer N.;63,0;4,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Courier J.;Nalbandian D.;1;Courier J.;Nalbandian D.;60,0;473,0;6,0;3,0;3,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Bastl G.;Ketola T.;1;Bastl G.;Ketola T.;81,0;153,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Moya C.;Viloca J.A.;1;Moya C.;Viloca J.A.;43,0;142,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Federer R.;Gimelstob J.;1;Federer R.;Gimelstob J.;53,0;99,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Goldstein P.;Ruud C.;1;Goldstein P.;Ruud C.;82,0;98,0;6,0;2,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;van Lottum J.;Kratochvil M.;0;Kratochvil M.;van Lottum J.;136,0;93,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Rafter P.;Grosjean S.;1;Rafter P.;Grosjean S.;16,0;20,0;2,0;6,0;6,0;4,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Vacek D.;Golmard J.;0;Golmard J.;Vacek D.;48,0;45,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Henman T.;Zabaleta M.;1;Henman T.;Zabaleta M.;10,0;25,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;4th Round;3,0;Kuerten G.;Pozzi G.;1;Kuerten G.;Pozzi G.;6,0;83,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;Quarterfinals;3,0;Sampras P.;Lapentti N.;1;Sampras P.;Lapentti N.;2,0;9,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;Quarterfinals;3,0;Agassi A.;Henman T.;1;Agassi A.;Henman T.;1,0;10,0;7,0;5,0;1,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;Quarterfinals;3,0;Kuerten G.;Ferreira W.;1;Kuerten G.;Ferreira W.;6,0;44,0;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;Quarterfinals;3,0;Hewitt L.;Gambill J.M.;1;Hewitt L.;Gambill J.M.;14,0;86,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;Semifinals;3,0;Agassi A.;Kuerten G.;0;Kuerten G.;Agassi A.;6,0;1,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;Semifinals;3,0;Sampras P.;Hewitt L.;1;Sampras P.;Hewitt L.;2,0;14,0;6,0;3,0;3,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;The Final;5,0;Sampras P.;Kuerten G.;1;Sampras P.;Kuerten G.;2,0;6,0;6,0;1,0;6,0;7,0;7,0;6,0;7,0;6,0;;;3,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Woodruff C.;Clement A.;0;Clement A.;Woodruff C.;61,0;47,0;6,0;4,0;3,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Rosset M.;Calleri A.;0;Calleri A.;Rosset M.;124,0;46,0;5,0;7,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Santoro F.;Pavel A.;0;Pavel A.;Santoro F.;67,0;33,0;6,0;3,0;4,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Vicente F.;Roddick A.;0;Roddick A.;Vicente F.;989,0;41,0;6,0;4,0;6,0;0,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Squillari F.;Rochus C.;0;Rochus C.;Squillari F.;87,0;40,0;4,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Kucera K.;Vinciguerra A.;0;Vinciguerra A.;Kucera K.;62,0;39,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Clavet F.;Arthurs W.;0;Arthurs W.;Clavet F.;111,0;38,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;4th Round;3,0;Philippoussis M.;Gambill J.M.;0;Gambill J.M.;Philippoussis M.;86,0;24,0;6,0;2,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Hewitt L.;Haas T.;1;Hewitt L.;Haas T.;14,0;21,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Haas T.;Fish M.;1;Haas T.;Fish M.;21,0;5000,0;6,0;2,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;4th Round;3,0;Sampras P.;Rusedski G.;1;Sampras P.;Rusedski G.;2,0;18,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Lapentti N.;Mantilla F.;1;Lapentti N.;Mantilla F.;9,0;26,0;5,0;7,0;6,0;1,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Rios M.;Escude N.;1;Rios M.;Escude N.;8,0;28,0;6,0;2,0;3,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Kafelnikov Y.;Meligeni F.;1;Kafelnikov Y.;Meligeni F.;3,0;32,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Novak J.;Pozzi G.;0;Pozzi G.;Novak J.;83,0;42,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Rusedski G.;Black B.;1;Rusedski G.;Black B.;18,0;54,0;6,0;1,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Sampras P.;Vinciguerra A.;1;Sampras P.;Vinciguerra A.;2,0;62,0;5,0;7,0;7,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Ferreira W.;Fromberg R.;1;Ferreira W.;Fromberg R.;44,0;63,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Agassi A.;Pavel A.;1;Agassi A.;Pavel A.;1,0;67,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Kuerten G.;Ivanisevic G.;1;Kuerten G.;Ivanisevic G.;6,0;69,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Enqvist T.;Bastl G.;1;Enqvist T.;Bastl G.;7,0;81,0;6,0;0,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;3rd Round;3,0;Hrbaty D.;Kratochvil M.;1;Hrbaty D.;Kratochvil M.;22,0;136,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;4th Round;3,0;Kafelnikov Y.;Hewitt L.;0;Hewitt L.;Kafelnikov Y.;14,0;3,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;4th Round;3,0;Enqvist T.;Lapentti N.;0;Lapentti N.;Enqvist T.;9,0;7,0;;;;;;;;;;;0,0;0,0;Walkover;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;4th Round;3,0;Rios M.;Henman T.;0;Henman T.;Rios M.;10,0;8,0;6,0;1,0;1,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;4th Round;3,0;Agassi A.;Rafter P.;1;Agassi A.;Rafter P.;1,0;16,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;4th Round;3,0;Hrbaty D.;Ferreira W.;0;Ferreira W.;Hrbaty D.;44,0;22,0;2,0;6,0;6,0;4,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Safin M.;Vinciguerra A.;0;Vinciguerra A.;Safin M.;62,0;34,0;1,0;6,0;6,0;1,0;6,0;2,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Agassi A.;Roddick A.;1;Agassi A.;Roddick A.;1,0;989,0;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Rios M.;Chang M.;1;Rios M.;Chang M.;8,0;37,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Rusedski G.;Medvedev A.;1;Rusedski G.;Medvedev A.;18,0;35,0;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;1st Round;3,0;Larsson M.;Malisse X.;0;Malisse X.;Larsson M.;167,0;36,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Lapentti N.;Malisse X.;1;Lapentti N.;Malisse X.;9,0;167,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Philippoussis M.;Saulnier C.;1;Philippoussis M.;Saulnier C.;24,0;140,0;4,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Henman T.;Calleri A.;1;Henman T.;Calleri A.;10,0;124,0;6,0;3,0;6,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Escude N.;Arthurs W.;1;Escude N.;Arthurs W.;28,0;111,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Norman M.;Massu N.;1;Norman M.;Massu N.;5,0;97,0;6,0;4,0;6,0;0,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Hrbaty D.;Rochus C.;1;Hrbaty D.;Rochus C.;22,0;87,0;6,0;1,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Meligeni F.;Goldstein P.;1;Meligeni F.;Goldstein P.;32,0;82,0;7,0;5,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Pioline C.;Black W.;1;Pioline C.;Black W.;11,0;152,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Kuerten G.;Clement A.;1;Kuerten G.;Clement A.;6,0;61,0;6,0;7,0;7,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Enqvist T.;Courier J.;1;Enqvist T.;Courier J.;7,0;60,0;6,0;7,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Rafter P.;Mirnyi M.;1;Rafter P.;Mirnyi M.;16,0;58,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Hewitt L.;Gaudio G.;1;Hewitt L.;Gaudio G.;14,0;57,0;7,0;6,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Zabaleta M.;Federer R.;1;Zabaleta M.;Federer R.;25,0;53,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Grosjean S.;Schalken S.;1;Grosjean S.;Schalken S.;20,0;49,0;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Mantilla F.;Golmard J.;1;Mantilla F.;Golmard J.;26,0;48,0;3,0;6,0;7,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Kafelnikov Y.;Canas G.;1;Kafelnikov Y.;Canas G.;3,0;70,0;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,0;Miami;Ericsson Open;2000-03-23;Masters;Outdoor;Hard;2nd Round;3,0;Sampras P.;Moya C.;1;Sampras P.;Moya C.;2,0;43,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2000-04-17;Masters;Outdoor;Clay;2nd Round;3,0;Mantilla F.;Gaudio G.;0;Gaudio G.;Mantilla F.;62,0;47,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2000-04-17;Masters;Outdoor;Clay;2nd Round;3,0;Pioline C.;Novak J.;1;Pioline C.;Novak J.;12,0;37,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2000-04-17;Masters;Outdoor;Clay;2nd Round;3,0;Moya C.;Schalken S.;0;Schalken S.;Moya C.;50,0;35,0;6,0;4,0;4,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2000-04-17;Masters;Outdoor;Clay;2nd Round;3,0;Corretja A.;Santoro F.;1;Corretja A.;Santoro F.;13,0;30,0;6,0;0,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2000-04-17;Masters;Outdoor;Clay;2nd Round;3,0;Meligeni F.;Squillari F.;0;Squillari F.;Meligeni F.;41,0;28,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2000-04-17;Masters;Outdoor;Clay;2nd Round;3,0;Medvedev A.;Kucera K.;0;Kucera K.;Medvedev A.;42,0;27,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2000-04-17;Masters;Outdoor;Clay;2nd Round;3,0;Escude N.;Dosedel S.;0;Dosedel S.;Escude N.;51,0;20,0;6,0;0,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2000-04-17;Masters;Outdoor;Clay;2nd Round;3,0;Zabaleta M.;Clement A.;0;Clement A.;Zabaleta M.;59,0;23,0;6,0;7,0;6,0;0,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24,0;Monte Carlo;Monte Carlo Masters;2000-04-17;Masters;Outdoor;Clay;2nd Round;3,0;Henman T.;Chela J.I.;0;Chela J.I.;Henman T.;84,0;10,0;6,0;2,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
